article;name;product_type;country;price_actual;price_loyalty;url;popularity_coefficient;description;application
19760302797;GIVENCHY  IRRESISTIBLE;масло для душа;;5340;5340;https://goldapple.ru/19760302797-irresistible;16.92;Гель-масло для душа Irresistible от Givenchy при контакте с водой создает легкую, шелковистую пену, которая бережно очищает кожу и обволакивает ее легким цветочным ароматом. Композиция Irresistible Givenchy представляет собой дуэт роскошной розы и аккорда светлого дерева. Восхитительная роза сверкает, раскрываясь фруктовыми сочными гранями груши, амбретты и пудровой ноты ириса. Это великолепное цветочно-фруктовое сочетание, дополняется аккордами кедра, янтарного дерева и едва уловимой нотой Мускуса. Упаковка продукта на 50% состоит из переработанного пластика, что соответствует принципам ответственного потребления.В банную линию Irresistible от Givenchy также входят гель для душа, мыло для тела, дезодорант в виде спрея и дымка для волос.;Наносить на влажную кожу, распределить по телу, смыть достаточным количеством воды. При необходимости повторить. Избегать попадания в глаза.
99000026320;BOCA AROMA multi oil body wash;масло для душа;;1500;1500;https://goldapple.ru/99000026320-multi-oil-body-wash;16.56;Парфюмированное гель-масло для душа «BOCA AROMA» создано для ежедневного деликатного очищения кожи тела.  Оливковое, персиковое и миндальное масла – идеально смягчают и питают, насыщают витаминами. Мочевина, экстракт алоэ вера, бетаин, пантенол  - эффективно увлажняют, успокаивают и восстанавливают кожу.  Инулин – пребиотик растительного происхождения, поддерживает здоровый микробиом.  Глюконолактон -  эффективный антиоксидант, защищает кожу от УФ-повреждения, стресса, негативного воздействия экологии, возрастных изменений.  Шелковая текстура гель-масла превосходно ухаживает за кожей, а изысканный парфюмированный аромат дарит отличное настроение на весь день.;Легкими массирующими движениями нанесите гель-масло на влажную кожу тела, вспеньте, смойте водой.
19000345826;FAMILY FOREVER FACTORY Euphoria;масло для душа;Беларусь;530;397;https://goldapple.ru/19000345826-euphoria;11.7;"Масло для душа и аромат для души!  Деликатно очищает кожу, придавая ей мягкость, бархатистость и чувственный аромат ""Эйфории"".  Обеспечивает коже длительное увлажнение и комфорт без чувства сухости и стянутости. Экстракт красного вина тонизирует, способствует обновлению клеток и насыщению кожи витаминами. Масло макадамии интенсивно смягчает даже очень сухую и шершавую кожу, глубоко питает ее и способствует профилактике целлюлита. Пирамида аромата: зеленый лист, морская соль, кардамон, белый мускус.";Мягкими массирующими движениями нанесите на кожу, а затем смыть водой.
