article;name;product_type;country;price_actual;price_loyalty;url;popularity_coefficient;description;application
19000148353;ESSENTIAL PARFUMS PARIS BOIS IMPERIAL refillable;парфюмерная вода;Франция;11041;9936;https://goldapple.ru/19000148353-bois-imperial-by-quentin-bisch;18404.16;Парфюмер – Quentin Bisch. «Центром созданного мной аромата стала необыкновенная и редкая нота – акигалавуд. Эта уникальная древесная нота, украшенная свежими специями, играет на контрастах».  Чувственный и свежий аромат ESSENTIAL PARFUMS с древесными, пряными и зелеными аккордами дополняют насыщенный гаитянский ветивер, пачули и нота Ambrofix со стойким звучанием амбры. Свежие листья базилика сочетаются с игривым ароматом перца Тимут, который раскрывает не только острую грань, но и свежую ноту, напоминающую грейпфрут.  В составе парфюмерной воды – 93% натуральных ингредиентов.  Создатели ароматов ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду.  Флакон парфюмерной воды подходит для многоразового использования, и его можно пополнять из рефила.  В интернет-магазине представлен актуальный дизайн продукта.  Обращаем внимание, возможно поступление товара в старом дизайне.;Только для наружного применения.
19760300405;BON PARFUMEUR PARIS 501 – praline, réglisse, patchouli;парфюмерная вода;Франция;5547;2773;https://goldapple.ru/19760300405-501-praline-reglisse-patchouli;1262.42;Пралине, лакрица, пачули – три характерные ноты аромата 501 от Bon Parfumeur. Сладкая выпечка и пудровые ноты ириса сочетаются в гурманском аромате, идеальном и для шопинга с подругами, и для романтического ужина при свечах. Композицию открывает яркий взрыв цитрусовых нот. В сердце аромата лакомые ноты пралине и пикантная пряность лакрицы дополняют звучание переливчатого пудрового аккорда. Нежные ваниль и мускус подчеркивают уникальный характер романтичного сочетания.  Верхние ноты: бергамот, фундук, юзу.  Ноты сердца: ирис, пралине, лакрица. Базовые ноты: кашмеран, амбра, мускус, пачули.;
19000359497;GIVENCHY  Irresistible;парфюмерная вода;Франция;18600;16740;https://goldapple.ru/19000359497-irresistible;987.84;Парфюмерная вода Irresistible Givenchy бросает вызов всем законам притяжения. Его магнетическая сила очаровывает и захватывает нас вихрем великолепного свободного танца. Композиция представляет собой красочный дуэт роскошной розы и аккорда светлого дерева. Восхитительная роза сверкает, раскрываясь в начале фруктовыми сочными гранями, подчеркнутыми игривым трио груши, амбретты и пудровой ноты ириса. Это великолепное цветочно-фруктовое сочетание, в танце с аккордом кедра и янтарного дерева, создает легкое волнение перед тем, как объединиться с едва уловимой нотой мускуса. Парфюмерная вода Irresistible – настоящий концентрат соблазнения, наполненный очарованием и женственностью. Флакон парфюмерной воды Irresistible объемом 100 мл – единственный флакон с возможностью пополнения. Благодаря этой особенности флакон можно использовать повторно и заправлять с помощью специального стеклянного флакона-рефила объемом 150 мл (приобретается отдельно).;Для заправки используйте: флакон парфюмерной воды Irresistible объемом 100 мл и рефил парфюмерной воды Irresistible L’Interdit объемом 150 мл. 1.	Аккуратно снимите крышку флакона 100 мл и открутите пульверизатор. 2.	Наконечник рефила вставьте во флакон вертикально. Убедитесь, что он плотно прилегает к горлышку флакона. 3.	Запустите процесс наполнения, повернув колпачок рефила по часовой стрелке до упора. 4.	Поверните колпачок рефила против часовой стрелки, чтобы завершить процесс. 5.	Достаньте рефил из флакона. Верните пульверизатор обратно во флакон.
26730600002;BYREDO Bal d`Afrique;парфюмерная вода;Испания;31070;18642;https://goldapple.ru/26730600002-bal-d-afrique;882.66;Ревущие двадцатые годы… В знаменитом Мулен Руж жарче, чем в самой Африке, ведь на сцене Жозефина Бейкер! Черная жемчужина, танцующая богиня, ставшая символом эпохи! Воплощение самых смелых мужских фантазий.  Bal d’Afrique – страстная смесь теплых и романтических нот ветивера, навеянная образом Парижа конца 20-х годов, африканской культурой, искусством, музыкой и танцами. Парижский авангард и африканская культура создают странное, полное энергии и страстей сочетание.;
19760303655;MAISON FRANCIS KURKDJIAN BACCARAT ROUGE 540;парфюмерная вода;Франция;19500;19500;https://goldapple.ru/19760303655-baccarat-rouge-540;780.16;Парфюмерная вода Baccarat Rouge 540 родилась благодаря сотрудничеству между Maison Francis Kurkdjian и  Baccarat в честь празднования 250-й годовщины производителя хрусталя. Древесный аккорд создает поэтическую алхимию, яркую ольфакторную композицию. Воздушные ноты жасмина и сияющий шафран дополняют минеральные ноты амбры и древесные оттенки свежесрезанного кедра. Выразительная и элегантная, парфюмерная вода Baccarat Rouge 540 словно окутывает кожу амбровым древесно-цветочным шепотом.;Нанести аромат на запястья, шею и точки пульса.
80284600002;BVLGARI Man Wood Essence;парфюмерная вода;Италия;9180;7252;https://goldapple.ru/80284600002-man-wood-essence;778.56;BVLGARI MAN WOOD ESSENCE оптимизирует сильные связи между городом и природой. Привнося городскую жизнь и широкие просторы, новый парфюм соединяет человека с его собственной внутренней силой. В притягательной композиции мягко смешаны ноты трех твердых пород дерева - Кедра, Кипариса и Ветивера - резонируя с теплыми и солнечными нотами смолы Бензоина. Невероятная свежесть с оттенком итальянской цедры и тонко ароматными зелеными акцентами кориандра.;
19000235935;AMOUAGE Guidance;парфюмерная вода;ОАЭ;75270;45162;https://goldapple.ru/19000235935-guidance;419.52;НЕЖНАЯ СИЛА ЖЕНСТВЕННОСТИ Башня из слоновой кости, окутанная редкими облаками… Из нежного грушевого тумана, манящего аромата миндального молочка и жемчужной росы ладана складывается образ уютного убежища. Шепот принцессы зовет вас в глубь пышного сада, где цветы османтуса разливают свой пьянящий абрикосовый аромат. В центре сада поблескивает фонтан, его мраморная чаша усыпана алыми розами, чей чувственный аромат встречается с кожаными оттенками шафрана, рассыпанного на полу. Сквозь завесу знойного жасмина идет женщина, и с ней приходит аромат темной ванили и сандалового дерева с нотами кожи, амбровые оттенки лабданума и вкрадчивые ноты королевской амбры. «Кто вы?» — спрашивает она. Вас заметили. Аромат GUIDANCE — непривычная интерпретация триады Amouage, состоящей из розы, ладана и амбры, — звучит как поэма, ощущается как объятья, воспринимается как мудрое изречение.;Парфюмерную воду следует наносить с расстояния 10-15 см. на тепловые точки: под коленями, область живота, запястья, сгибы локтей, район солнечного сплетения, точки за ушами, основание шеи со стороны спины, затылок. Как правило на одну точку достаточно один раз нажать на спрей. Растирать парфюмерную воду не рекомендуется, так как это может нарушить правильный процесс раскрытия композиции. Для повышения стойкости рекомендуем наносить на хорошо увлажненную кожу, комбинируя с кремом, молочком или маслом для тела.
19000253144;BANANA REPUBLIC Wildbloom Vert;парфюмерная вода;США;6229;5606;https://goldapple.ru/19000253144-wildbloom-vert;210.68;Яркий и бодрящий аромат BANANA REPUBLIC заряжает энергией и напоминает о весенней свежести. Он идеально подходит для жизнерадостных, беззаботных и спонтанных женщин, которые любят природу и наслаждаются каждым днем. Знакомство с композицией начинается с зеленой ноты листьев фиалки, которую дополняют фруктовые акценты сочной груши и свежего яблока. В сердце аромата раскрывается изящный букет из цветов персика, магнолии и гардении.  Идеальным завершающим штрихом становится насыщенный древесный аккорд, усиленный притягательной нотой мускуса.;Только для наружного применения.
19000257719;FOR ME BY GOLD APPLE Conquer me;парфюмерная вода;Франция;2800;2520;https://goldapple.ru/19000257719-conquer-me;195.96;Мы давно мечтали создать продукт, который бы передавал твое настроение без слов. Парфюмерная коллекция FOR ME — это ароматы, с которыми ты можешь подчеркнуть то, что хочешь прямо сейчас. Парфюмерные композиции были произведены во Франции. CONQUER ME — стойкий шлейфовый аромат праздника, страсти и мечты для тех, кто любит заявить о себе без претенциозности. Пьянящий гвоздично-пряный аккорд вишневой косточки с шампанским увлекает с первого мгновения, как яркая вспышка чувств. Сладкий шлейф ванили, дымного сандала и мягкого мускуса оставляет теплый след притяжения, которое хочется почувствовать снова. Удобная travel-версия объемом 20 мл поместится даже в маленькую сумочку и позволит обновить аромат в любой момент: во время поездки, на работе или перед свиданием.;Распылите на кожу с расстояния 20–30 см.  Не подвергать воздействию прямых солнечных лучей.  Беречь от источников тепла, огня.
7233900001;GUCCI Guilty Pour Femme;парфюмерная вода;Испания;10590;6883;https://goldapple.ru/7233900001-guilty-pour-femme;134.26;Новая глава в истории Gucci Guilty, аромат Gucci Guilty Pour Femme - это манифест самовыражения и дерзости быть собой, история женщины, свободной от предрассудков. Парфюмерная вода Gucci Guilty Pour Femme - это насыщенная и благородная восточная цветочная композиция, раскрывающаяся фруктовыми нотами мандора, нежной сирени и чувственным дуэтом масел пачули. Женственно-розовый аромат заключен в изящную форму, повторяющую силуэт мужского флакона Guilty. Эта особенная деталь призвана подчеркнуть единство мужчины и женщины, отвергающих гендерные стереотипы.;
