article;brand;name;product_type;country;price_actual;price_loyalty;url;popularity_coefficient;description;application
19000127042;CHOPARD;CHOPARD Happy Felicia Roses;парфюмерная вода;Италия;11120;8340;https://goldapple.ru/19000127042-happy-felicia-roses;117.0;Женственный и нежный аромат Chopard – парфюмерное воплощение беззаботности и оптимизма.  На волну легкости, флирта и приятной беспечности настраивает чарующее сочетание розы, красных ягод и фруктов.   Болгарская роза, которая считается символом красоты, чистоты и женственности, помогает почувствовать уверенность в себе и забыть о тревогах и грусти.   Изысканный эликсир гармонии и душевного равновесия украшают сочный грейпфрут, щепотка пряностей, пьянящий иланг-иланг и герань, почки черной смородины и сочная малина.;Только для наружного применения.
19000148363;ESSENTIAL PARFUMS PARIS;ESSENTIAL PARFUMS PARIS Fig infusion;парфюмерная вода;Франция;9201;4140;https://goldapple.ru/19000148363-fig-infusion;116.84;"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""FIG INFUSION by Nathalie Lorson"". Парфюмер – Nathalie Lorson.  «Я представляла себе искрящийся и светлый аромат, посвященный удовольствиям и радостям жизни. Мне хотелось создать композицию, которая вызовет ассоциации с послеобеденным отдыхом в уютном фруктовом саду и сладкой дремой в тени смоковницы».  Успокаивающая композиция от ESSENTIAL PARFUMS PARIS построена вокруг ноты инжира, объединившей фруктовые, сливочные и зеленые оттенки. Сочность свежего фрукта подчеркивают итальянский мандарин, яркая нота черного чая и апельсиновый цвет. Тёплая нота сандала делает композицию более насыщенной, а бензоин, аромат которого напоминает сочетание ванили, амбры и корицы, придаёт изысканную сладость.  Создатели парфюмерной воды ESSENTIAL PARFUMS PARIS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Для производства аромата использовались натуральные цветы апельсина из Туниса, бензоин из Вьетнама и черный чай со Шри-Ланки.  Сделать парфюмерию еще более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования.  Флакон рефила создан из алюминия, подходящего для переработки.";Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.
19000232035;Kilian Paris;KILIAN PARIS Eau De Parfum Princess;парфюмерная вода;Франция;4500;4050;https://goldapple.ru/19000232035-eau-de-parfum-princess;109.98;Источник вдохновения Килиана Хеннесси. MY KIND OF LOVE - коллекция восхитительных французских ароматов. «Я хотел, чтобы ароматам этой коллекции была свойственна многослойность аккордов и нот, которой знамениты мои работы, но при этом композиции были построены вокруг основного ингредиента — необычного, удивляющего и сразу узнаваемого.» - Килиан Хеннесси. Аромат. I DON'T NEED A PRINCE BY MY SIDE TO BE A PRINCESS. «Я хотел создать аромат для страстных женщин, который усилил бы их чары. Одновременно изысканный и смелый, PRINCESS подобен глотку зеленого чая матча с долькой имбиря, добавляющей дерзкой пряности.» — Килиан Хеннесси. Прекрасный принц, помни, принцессы не сидят дома в ожидании твоего звонка. Ноты аромата: имбирь, зеленый чай, маршмеллоу Категория аромата: амбровые гурманские Парфюмер: Онорин Блан;Нанести на шею, запястье.
19000387503;Jean Paul Gaultier;JEAN PAUL GAULTIER SCANDAL INTENSE;парфюмерная вода;Франция;14691;11899;https://goldapple.ru/19000387503-scandal-intense;109.76;Отправьтесь в скандальное путешествие вместе с новым женским ароматом SCANDAL INTENSE!  Идея бесконечного путешествия завораживает: длительность пути стирает границы, а пункт назначения — всего лишь мираж, который неумолимо ускользает, стоит только закрыть глаза. Добро пожаловать на поезд «Готье Экспресс» — место, где позволено всё, и даже в спальных вагонах не отпускает ощущение вечного праздника.  SCANDAL INTENSE – неприлично соблазнительная и будоражащая сознание амбровая цветочно-пряная композиция для неё. Насыщенная парфюмерная вода Scandal Intense образует особенно притягательный шлейф, в котором солнечный аккорд иланг-иланга в сочетании с пряным кардамоном сливается с нежностью обволакивающей ванили.  Рифлёный тёмно-фиолетовый флакон обрамляет та самая пара легендарных кокетливых золотых ножек – фирменный почерк коллекции женских ароматов Scandal.  Scandal Intense, созданный парфюмерами Николя Бонневилем, Дафной Бюже и Фабрисом Пеллегреном – словно рассказанная шёпотом история, которую всем не терпится узнать.;Нанести на кожу, избегая попадания в глаза. Для более полного раскрытия аромата рекомендуется нанести его на точки пульса на шее, зоне декольте и запястьях.
19000106729;Tom Ford;TOM FORD Ébène Fumé;парфюмерная вода;Швейцария;42300;38070;https://goldapple.ru/19000106729-ebene-fume;98.98;Ebène Fumé – это слияние теплого сладковатого аромата пало санто с соблазнительным африканским черным деревом. Ebène Fumé – духовная роскошь, по-настоящему безмятежный и утонченный. Густой обволакивающий аромат посвящен благоуханию дерева пало санто, которое много веков подряд использовалось шаманами Латинской Америки для исцеления и удачи в любом деле. С помощью ярких цитрусов, сухого папируса, бальзамного ладана, влажного запаха нагретой на солнце земли, терпких фиалок, кожи и кремовых нюансов сандала мистический ингредиент звучит еще более глубоко и многогранно.;
19000117859;Le Couvent;LE COUVENT Porto Bello;парфюмерная вода;Франция;9201;3680;https://goldapple.ru/19000117859-porto-bello;87.42;Пленительный и чувственный аромат PORTO BELLO с древесным и гурманским аккордами – посвящение солнечной и живописной стране Панаме, расположенной между Карибским морем и Тихим океаном. Яркое сочетание нот сладкого апельсина, специй и ладана манит в парфюмерное путешествие к Панамскому заливу.  Свежесть цитрусов смягчает насыщенную чувственность древесных нот, ладан делает композицию слегка дымной и обволакивающей, а коньячные ноты придают тонкую, изысканную сладость.  Парфюмерная вода LE COUVENT, разработанная в традициях высокой французской парфюмерии, создана на основе благородных эссенций и посвящена путешествиям знаменитого французского ботаника Луи Фелье.;Только для наружного применения.
19000391661;Neydo;NEYDO Pulsation 11.07;парфюмерная вода;Франция;6200;5580;https://goldapple.ru/19000391661-pulsation-11-07;87.42;Аромат Pulsation 11.07 — сон Салли о ночи, когда музыка и свет клубов сливаются в одно целое. Стробоскоп выхватывает из темноты лица, в воздухе смешиваются густые аккорды мёда, ладана и шалфея. Фруктовые ноты и яблоко придают сладкое волнение, а тёплый табак, амбра и кедр оставляют чувственный след. Аромат-пульс, в ритме которого невозможно устоять. Sally, 11.07. Это одна из тех ночей, что бывают только в кино или во сне. Воздух звенит от ожидания и предвкушения. Здесь возможно всё — ничто не запрещено. Я пробираюсь глубже в толпу и полностью растворяюсь в музыке. Свет стробоскопа выхватывает из темноты лица: горящие взгляды, улыбки на губах. Вдруг среди огней — взгляд. Томный, манящий. Он подходит ближе, наклоняется — и я чувствую его тепло. Его аромат окутывает меня: горячий, с едва уловимой нотой сладости, от которой сбивается пульс. Его рука медленно скользит вверх по моей — словно разряд тока. Воздух между нами становится плотным, почти осязаемым, таким, в котором легко утонуть. Сердце бешено колотится. Я тянусь к нему тоже, как будто нас соединяет невидимая нить — всё замирает на грани чего-то необратимого, всепоглощающего. Миг — всё исчезает. Гаснет свет. Стихает музыка. Остаётся только аромат, послевкусие пряной сладости, невероятно реальное, как призрак на грани восприятия.;
19000191524;THOMAS KOSMALA;THOMAS KOSMALA №4 Candy;парфюмерная вода;Франция;22510;20259;https://goldapple.ru/19000191524-no4-candy;82.8;Сочная, фруктовая, веселая! Парфюмерная вода THOMAS KOSMALA PARIS олицетворяет единство игривости и утончённости.  Яркая композиция переосмысляет сладкую грань оригинального аромата No.4 Après l’Amour: в новой игривой версии верхние ноты красных фруктов и вишни предваряют выход нежных цветочных нот тиаре и малины, придающих чарующую легкость сердцу композиции.  Изысканную сладость усиливают карамель, мягкий аккорд сахарной ваты и чувственная ваниль.  Сохраняя энергию и эффектность оригинальной формулы № 4, композиция помогает раскрыть её озорную сторону и гарантированно привлекает внимание.;Распылять на кожу с расстояния 20-30 см.
19000163477;BESO BEACH;BESO BEACH Beso feliz;парфюмерная вода;Испания;18270;5481;https://goldapple.ru/19000163477-beso-feliz;80.96;BESO FELIZ посвящен острову Ибица, который был пристанищем хиппи в 60-е годы.  Аромат предлагает насладиться жизнью и проникнуться атмосферой гармонии, счастья.  Аккорд каннабиса передает умиротворение и радость.  Цветочные и бальзамические ноты символизируют любовь и свободу.  Характер и личность композиции проявляются благодаря древесным нотам.;Распылите на кожу с расстояния 20-30 см.
19000172791;Kilian Paris;KILIAN PARIS Apple Brandy on the Rocks;парфюмерная вода;Франция;49100;44190;https://goldapple.ru/19000172791-apple-brandy-on-the-rocks;75.2;"Источник вдохновения Килиана Хеннесси. KILIAN PARIS, черпая вдохновение в атмосфере Нью-Йорка, представляет свое новое дополнение к коллекции ароматов The Liquors — Apple Brandy – On the Rocks, незаменимый элемент предстоящих вечеринок. Apple Brandy, New York изначально был создан совместно с парфюмером Сидони Лансессер 8 лет тому назад по случаю открытия флагманского бутика KILIAN PARIS в Нью-Йорке. Аромат. Легендарный аромат вернулся, сохранив в себе оригинальную эссенцию яблочного дистиллята, дополненную на этот раз уникальным штрихом в виде фирменного аккорда «on the rocks» парфюмерного дома KILIAN PARIS, порождающего чувство леденящего наслаждения. Яркий и волнующий аккорд из смеси бергамота, ананаса и кардамона освежает оригинальный вариант, привнося в него новое современное звучание. Флаконы ароматов коллекции THE LIQUORS похожи на хрустальные бокалы эпохи ар-деко и вызывают ассоциации с интерьерами фешенебельных баров. Пополняемый флакон искусно изготовлен из стекла с узором. Геометрические линии складываются в один из самых выразительных символов парфюмерного дома - букву ""К"". На крышке выгравивораны те же узоры, в качестве материала выбрана смола, обладающая такой же текстурой и прозрачностью, что и стекло флаконов. При этом она прочнее стекла, что делает ее долговечной. Название аромата нанесено методом трафаретной печати на металлическую пластину в форме ромба.   Эти детали являются гарантией роскоши продуктов KILIAN PARIS, а настоящая роскошь не эфемерна, а существует вне времени. Поэтому флаконы коллекции можно пополнять бесконечное число раз.";Нанесите аромат на запястья, шею и точки пульса на очищенную и увлажненную кожу, чтобы он раскрылся от тепла тела и остался с вами до самого вечера. Не растирайте.
19000198052;BANANA REPUBLIC;BANANA REPUBLIC 06 Black Platinum;парфюмерная вода;США;11924;3577;https://goldapple.ru/19000198052-06-black-platinum;57.6;"Вехи своего становления и развития, начиная с 1978 года и заканчивая текущим годом, компания Banana Republic воплотила в знаковой серии Icon Collection.  Пять ""иконок"" - пять этапов, которые изменили ""лицо"" бренда, отражены в ароматах. Шипровым характером композиции Banana Republic 06 Black Platinum парфюмер Gino Percontino воплощает современный дух и поступательное развитие компании. Переход от унификации к изысканности с намеком на роскошь, возможно, был непростым, но он совершился.  ""Фирменные"" кожаные тона с нотками пачули – соблазнительно чувственный симбиоз, который, дополненный сухими оттенками дубового мха, составляет отличный фон для ярких акцентов розового перца и лимона, в сиянии которых нежатся цветы кактуса, жасмина и апельсина.";
83290100002;CHOPARD;CHOPARD Néroli à la cardamome du Guatemala;парфюмерная вода;Италия;32735;19968;https://goldapple.ru/83290100002-neroli-a-la-cardamome-du-guatemala;56.76;Красивый чарующий аромат переплетается свежими нотами гватемальского кардамона и белыми чистыми цветочными оттенками нероли, завораживает французским шармом и переносит в праздничную атмосферу каннского фестиваля. Аромат открывается свежими цитрусовыми нотами солнечного мандарина и древесно-аммориллисовым дымным запахом эфирного масла нероли (цветов горького апельсина), которые деликатно смешаны в сердце композиции с сочными, сладкими оттенками апельсина и горьковато-пряным аккордом гватемальского кардамона.  Эфирное масло амбретты (семян гибискуса) насыщает шлейфовые ноты, придавая  парфюму чувственный мускусный запах,  гармонично оттененный бальзамически-терпкими аккордами светлой древесины.;Только для наружного применения.
7824100002;Yves Saint Laurent;YVES SAINT LAURENT  Mon Paris;парфюмерная вода;Франция;14540;10905;https://goldapple.ru/7824100002-mon-paris;54.88;«Я выбрал твое имя для аромата, потому что не знаю более прекрасного имени. Потому что я люблю тебя. Мой Париж». Ив Сен-Лоран Город, свободный от ограничений. Спонтанный и пылкий, Париж — это город влюбленных, соучастников собственной свободы, осознающих свои желания. Он не только служит фоном для их любви, но и помогает ей разгореться. Придает смелость полюбить — безумно, глубоко и головокружительно. От грандиозных строений до маленьких мансард, от булыжных мостовых до внутренних двориков — Париж везде, он есть воздух, которым ты дышишь. Подобный современной любви, этот город захватывает нас, и мы с готовностью отдаемся его власти. Mon Paris — это провокационная интерпретация традиционного шипра. Аромат, который наполняет вас новым устремлением и разжигает страсть. В сердце аромата доминирует головокружительный и колдовской цветок дурман. Базовые ноты аромата раскрываются эссенцией пачули из Гватемалы, которая отличается древесными амбровыми полутонами, а индонезийская версия пачули — теплыми пряными нотами. В сочетании с яркими мускусными оттенками они создают уникальную воздушную, светлую и чистую структуру. Классический закон нарушен. Его место занял новый головокружительный аккорд. Флакон Mon Paris, выполненный в традиционном французском стиле, призван занять достойное место в коллекции легендарных флаконов YSL. Многогранный стеклянный флакон и наполняющий его драгоценный розовый эликсир прекрасно дополняют друг друга. Современный и ослепительно стильный галстук-пластрон, повязанный вокруг горлышка Mon Paris, сделан из мягкой шелковой ленты. Рядом с ним располагаются два кожаных галстука-шнурка и сияющая золотистая надпись YSL Cassandre.;
83290100003;CHOPARD;CHOPARD Vanille de madagascar;парфюмерная вода;Италия;31783;28604;https://goldapple.ru/83290100003-vanille-de-madagascar;52.2;Свежее чистое дыхание парфюма открывается цитрусовыми нотами бергамота и сочного солнечного апельсина, мягко согретыми терпким, пряно-травянистым аккордом чая.  Сладкое вкусное сердце композиции переплетено пряными страстными сладкими оттенками карамели и припудрены интригующей бурбонской ванилью, придающими аромату особую соблазнительную утонченность, которая подчеркнута красивым чувственным шлейфом из смолистых сливочно-хвойных древесных оттенков белого кедра и гватемальского ветивера.;Только для наружного применения.
7382400003;Armani;ARMANI Acqua di Gioia;парфюмерная вода;Франция;14100;10575;https://goldapple.ru/7382400003-acqua-di-gioia;44.1;"Над созданием потрясающего цветочного аромата Acqua di Gioia трудилась целая команда парфюмеров, в том числе Лок Донг и Доминик Ропийон. Они придали парфюмерной воде свежесть лимона и мяты и подчеркнули женственность ее обладательницы благодаря дуэту пиона и жасмина. Но ""изюминкой"" аромата стало сочетание оттенков тростникового сахара и розового перца, которое отражает противоречия, скрытые в душе каждой леди. Освежающая парфюмерная вода Acqua di Gioia может поднять настроение даже ранним утром, когда так не хочется идти на работу. Но идеальными декорациями для ее волшебного аромата станут морское побережье, курортный роман и незабываемые приключения.  Парфюмерная вода Acqua di Gioia от Giorgio Armani раскрывается освежающим дуэтом ярких нот лимона и мяты.  В «сердце» парфюма эта свежесть сменяется нежным звучанием белых цветов: пиона и жасмина, фоном для которых выступает пряный оттенок розового перца.  Завершает композицию парфюмерной воды Acqua di Gioia чувственный шлейф, в котором смешались легкие мотивы французского лабданума и кедра. Но главную роль они уступают нотке тростникового сахара.";Нанесите на точки пульса: запястье, внутреннюю часть локтя и шею.
26370700013;Tom Ford;TOM FORD Tuscan Leather;парфюмерная вода;США;42300;38070;https://goldapple.ru/26370700013-tuscan-leather;42.14;Парфюмерная вода Tom Ford Tuscan Leather универсальный аромат, который подходит как для мужчин, так и для уверенных в себе представительниц слабого пола. Это один из самых популярных и любимых многими унисекс парфюмов, выпущенных компанией Tom Ford. Он завораживает верхними терпкими кожаными нотами. Но после вдохновляет нежным шлейфом малины, шафрана и чабреца. Всего несколько капель парфюмерной воды подарят стойкий аромат, который будет сопровождать вас на протяжении всего дня. Смелый и дерзкий Tuscan Leather с яркими возбуждающими нотами идеально подходит как для дневного, так и для вечернего туалета.;
19000010842;Armani;ARMANI MY WAY INTENSE;парфюмерная вода;Франция;21000;15750;https://goldapple.ru/19000010842-my-way-intense;34.3;Аромат MY WAY, появившийся в 2020 году, стал воплощением нового понимания женственности — глубокой, сложной и при этом пронизанной духом свободы.  В 2021 году Giorgio Armani создает новую главу в истории MY WAY — аромат MY WAY INTENSE, еще более насыщенную, роскошную интерпретацию фирменных цветочных нот оригинального аромата, которая призывает всех нас жить полной, насыщенной жизнью.  MY WAY INTENSE словно чувственный талисман: его насыщенный аромат делает каждую встречу и каждое событие в жизни еще более яркими и незабываемыми.  MY WAY INTENSE открывается яркими, сияющими верхними нотами бергамота из Калабрии и флердоранжа из Египта.  В сердце аромата таятся два абсолю сердца туберозы, созданные из цветов, которые вручную собирают в индийском районе Майсур. Тубероза звучит в дуэте с экстрактом крупноцветного жасмина, который также собирается в Индии и является эксклюзивным ингредиентом Giorgio Armani.  В свою очередь, базовые ноты MY WAY INTENSE рождают чувственный шлейф. Сандаловое дерево с его выразительным сливочным звучанием объединяется с экстрактом бурбонской ванили высочайшего качества. Теплые базовые ноты превращают аромат MY WAY INTENSE в настоящий талисман: он придаст бодрость духа в любом путешествии и напомнит о пережитых впечатлениях.;Распылите аромат на кожу и элементы одежды.
19000420867;Liquides Imaginaires;LIQUIDES IMAGINAIRES BUDDHA BLEND;парфюмерная вода;Италия;22269;20042;https://goldapple.ru/19000420867-buddha-blend;30.8;Красочный и очаровательный аромат BUDDHA BLEND — новое представление о ключевой ноте цитрона. Она дополнена юдзу, аккордом пальчикового лайма, имбирем, бобами тонка, ветивером и амброй.  Liquides Imaginaires расширяет границы классических цитрусовых композиций для ольфакторных открытий. Уникальная интерпретация, которая сочетает элементы природы и воображения, предлагает выйти за рамки привычного. При разработке ароматов креативный директор бренда Филипп ди Мео сотрудничал с 7 студентами парфюмерной школы Givaudan, отобранных со всего мира. Композиции, созданные на ингредиентах премиум-класса из итальянского региона Калабрии, отражают исключительное качество цитрусов.  Дополнительная технология Carto от Givaudan, основанная на искусственном интеллекте, позволила создать новые сочетания ароматов с высокой точностью. Это сочетание молодых талантов, исключительных ингредиентов и передовых технологий демонстрирует цитрусовые композиции в новом свете и придает им смелый современный характер.;Только для наружного применения.
7380800007;Armani;ARMANI Si;парфюмерная вода;Франция;18700;14025;https://goldapple.ru/7380800007-si;30.72;Тотчас шикарный, чувственный, насыщенный и мягкий аромат Sì соприкасается с кожей, он сразу завораживает и восхищает. Выдающийся, элегантный результат играет на эмоциях, оставаясь верным истинному духу Giorgio Armani. Аромат для женщин сочетает в себе три ноты: нектар черной смородины, современный шипр, и мускус светлой древесины с оттенком фрезии и майской розы. Этот парфюм был создан для современной женщины, сильной, но женственной, самодостаточной, но очаровательной. Она воплощает суть роскошной итальянской элегантности и стиля. Она говорит жизни «ДА»!  Sì стойкости. Sì мечтам. Sì свободе. Sì любви. Sì самой себе.;Нанесите на точки пульса: запястье, внутреннюю часть локтя и шею.
19000141539;Jimmy Choo;JIMMY CHOO I want choo;парфюмерная вода;Франция;10813;9731;https://goldapple.ru/19000141539-i-want-choo;27.84;В основе глубокого и бодрящего цветочного аромата JIMMY CHOO – чарующая, гипнотическая нота красного ликориса. Её дополняет яркий всплеск фруктовых нот, в котором переплетаются искрящиеся цитрусы и нежный, бархатистый персик.  Чувственность композиции усиливают мягкий ванильный аккорд и притягательное звучание жасмина.  Изысканный флакон с золотистым колпачком и эмблемой бренда подчеркивает элегантный и нежный характер аромата.;Только для наружного применения.
26830300002;Mark Buxton;MARK BUXTON Spiritual Healing;парфюмерная вода;Франция;14637;10977;https://goldapple.ru/26830300002-spiritual-healing;25.38;Связь женщины и мужчины, вызывающая зависимость. Баланс духовного обмена. Тонкий аромат, созданный на основе абсолюта османтуса, отражает гармонию между двумя людьми, соприкосновение их кожи. Чёрная смородина и давана усиливают женский трепет, а цистус и абсолют бузины возвышают мужскую чувственность.  Spiritual Healing раскрывает сложность и богатство османтуса. Почки чёрной смородины и давана играют с женственностью, а абсолют бузины и абсолют цистуса придают аромату древесный оттенок и делают его более мужественным.  Верхние ноты: давана, почки чёрной смородины Ноты сердца: абсолют бузины, османтус Базовые ноты: абсолют цистуса, кастореум;
19000309028;Amouage;AMOUAGE Love Delight;парфюмерная вода;Оман;75270;37635;https://goldapple.ru/19000309028-love-delight;25.0;Атмосфера пекарен в Маскате и его окрестностях. Аромат, словно арабские сладости, только что вынутые из пылающей печи, играет пряными аккордами восточных специй и смешивается с нежными и изысканными цветами апельсина и жасмина, заполняя воздух вокруг ярким чувством счастья и безмятежности.;Парфюмерную воду следует наносить с расстояния 10-15 см. на тепловые точки: под коленями, область живота, запястья, сгибы локтей, район солнечного сплетения, точки за ушами, основание шеи со стороны спины, затылок. Как правило на одну точку достаточно один раз нажать на спрей. Растирать парфюмерную воду не рекомендуется, так как это может нарушить правильный процесс раскрытия композиции. Для повышения стойкости рекомендуем наносить на хорошо увлажненную кожу, комбинируя с кремом, молочком или маслом для тела.
19000235955;Amouage;AMOUAGE Blossom Love Woman;парфюмерная вода;Оман;50310;32198;https://goldapple.ru/19000235955-blossom-love-woman;23.5;ПРОГУЛКА ПОД ЦВЕТУЩИМИ ВИШНЯМИ Девственная нежность нектара цветущей вишни, усиленная прозрачной красотой розового ликера, раскрывает теплое и романтичное сердце аромата. Укрытый ароматом ликера Amaretto и обильной дозой сладкой ванили, иланг-иланг раскрывает солнечную чувственность своих безукоризненных лепестков на базе из сандалового дерева. Цветочная страсть, окрашенная нотами кашмерана, постепенно тает, оставляя за собой яркий след бобов тонка и шепот гелиотропа. Осторожная нежность и чувственная дерзость: аромат BLOSSOM LOVE — это воплощение современной женственности, пренебрегающий условностями и воплощающий романтические мечты.;Парфюмерную воду следует наносить с расстояния 10-15 см. на тепловые точки: под коленями, область живота, запястья, сгибы локтей, район солнечного сплетения, точки за ушами, основание шеи со стороны спины, затылок. Как правило на одну точку достаточно один раз нажать на спрей. Растирать парфюмерную воду не рекомендуется, так как это может нарушить правильный процесс раскрытия композиции. Для повышения стойкости рекомендуем наносить на хорошо увлажненную кожу, комбинируя с кремом, молочком или маслом для тела.
19000117842;Le Couvent;LE COUVENT Heliaca;парфюмерная вода;Франция;10926;4370;https://goldapple.ru/19000117842-heliaca;21.6;Яркий древесно-пряный аромат HELIACA, созданный в традициях высокой французской парфюмерии, раскрывает удивительную мощь благородного уда.  Лёгкую остроту насыщенному древесному аккорду добавляет нота имбиря, а кардамон придает композиции приятную свежесть. Символ этого аромата LE COUVENT – орёл, его свободный полёт и удивительно острый, пронзительный взгляд, от которого не ускользает ничто.  Завораживающая, дикая сила этой хищной птицы впечатляет, как и природная гипнотическая сила уда.;Только для наружного применения.
19000257100;Saranghaeyo;SARANGHAEYO 71. Series a;парфюмерная вода;Республика Корея;22384;6715;https://goldapple.ru/19000257100-71-series-a;18.9;«Персик в сочетании с бергамотом Дарит вам надежду к новым стартам, Эвкалипт и мускусные ноты –  Смелость вмиг поставить всё на карту, Первые шаги к своим свершениям, Труд, успех, упорство, элегантность, SERIES A – отличное решение И непревзойдённость аромата». Элегантная композиция SARANGHAEYO – это парфюмерная история про смелые начинания, первые шаги к мечте и энергичный путь к успеху. Свежие ноты бергамота и персика дарят надежду для уверенного старта. Изысканная гармония эвкалипта, амбры и кожи отражает решительность, уважение и благодарность жизни, вопреки всем трудностям. Мускусные ноты подчеркивают упорство и жажду новых свершений. Современная композиция придает элегантность и воодушевляет.;Только для наружного применения.
19000125044;Penhaligon's;PENHALIGON'S the bewitching yasmine;парфюмерная вода;Франция;34500;34500;https://goldapple.ru/19000125044-the-bewitching-yasmine;14.4;Где-то среди английских холмов солнце мягко поднималось над уютно устроившимся среди величественной дубовой рощи особняком, который был построен вскоре после прибытия в Англию Вильгельма Завоевателя (или около того). Двое или трое слуг в поте лица набирают ванны, открывают шторы и выбивают ковры, подготавливая дом для встречи друг с другом его обитателей. Позвольте нам одну милость — предоставить полную свободу воображению и познакомить вас с героями, которых на самом деле никогда не существовало, даже если кажется, будто вы где-то встречались… The Bewitching Yasmine (Чарующая Ясмина) Ее облик мягок и спокоен. Но поведение отражает редкую силу. Некоторые, менее решительные, сочтут ее отстраненной и, возможно, холодной, но внешность обманчива. Она легко переносит путешествия (что бы это ни значило) и явно не собирается возвращаться в Египет – там все такое древнее. С тех пор как ее брат отправился на поиски лучшей жизни, она решила, что имеет право на свою мечту. Они часто не понимали друг друга. И теперь на пути в Лондон, конечно, с билетом в один конец, она хочет найти достойного спутника, еще лучше —из высшего общества, за которого бы вышла замуж и с которым, помимо прочего, смогла бы наслаждаться мягким климатом зеленой Британии. Ее фигура… Лишает дара речи. Природа — не поскупилась для нее. Она так просто захватывает в плен (конечно же, мужчин). Её аромат Одновременно теплый и холодный, как чарующая натура женщины. Уникальная острота насыщенного крепкого кофе оттеняется сливочным пряным аккордом. Ощущение высокого, раскаленного египетского неба. А нота свежего кардамона привносит нечто сокровенное. Ясмина — цветочный аромат (безусловно). Он такой чувственный и мягкий, как кожа Ясмины или это лепестки белых цветов…? В заключение, Ясмина любит обобщать: ваниль придает мягкой вязкости огненному уду. Внешний вид товара может отличаться.;
19000355636;Michael Kors;MICHAEL KORS pour Homme;парфюмерная вода;Италия;11600;11600;https://goldapple.ru/19000355636-pour-homme;13.0;Мужской аромат MICHAEL KORS одновременно излучает тепло, радость и бодрящую силу океана. Сочетание нот бергамота, мускатного шалфея и ветивера заряжает энергией. В тонкой и глубокой парфюмерной композиции переплетаются темы земли и моря, создавая неожиданный, одновременно свежий и теплый дуэт. Классификация аромата: древесный, пряный, цитрусовый.;
80790900002;Prada;PRADA Candy;парфюмерная вода;Испания;22700;17025;https://goldapple.ru/80790900002-candy;12.32;Prada Candy — символ игривой женственности: это целая вселенная сияющих ярких красок, тропической жары, ослепительного блеска и фантастических благоухающих цветов. Она всегда открыта новым ощущениям и экспериментам, она не сдерживает себя, позволяя своей импульсивности и эксцентричности литься через край.  Аромат Prada Candy невозможно не заметить. В этом взрывном и невероятно чувственном аромате ярко-розового и золотистого цвета отчетливо слышны ноты белого мускуса, благородного бензоина и карамельный аккорд — сочетание, которое делает композицию по-настоящему уникальной и узнаваемой.;Нанесите на точки пульса: запястье, внутреннюю часть локтя и шею.
19000257101;Saranghaeyo;SARANGHAEYO 61. Believe in capitalism;парфюмерная вода;Республика Корея;22384;6715;https://goldapple.ru/19000257101-61-believe-in-capitalism;11.28;«BELIEVE IN CAPITALISM Наполнен пикантной малиной, Он сочными красками жизнь Раскрасит до яркой картины, Под рёв мотоцикла вперёд Он будет манить до предела, Бренд SARANGHAEYO создаёт Оттенки для стильных и смелых». Аромат успеха и драйва стартует с пикантной ноты малины, которая манит к острым ощущениям – таким, как за рулем мотоцикла. Насыщенная кожаная нота пробуждает жажду свободы и быстрой езды. Чувственное сочетание мускуса и амбры будоражит и настраивает на успешную гонку. Композицию SARANGHAEYO, напоминающую о моментах чистой радости и приливе адреналина, дополняют зеленые и древесные ноты.;Только для наружного применения.
99000056822;SIU;SIU HYGGE;парфюмерная вода;Франция;15400;15400;https://goldapple.ru/99000056822-hygge;11.04;Чувственная, необычная, древесная композиция раскрывается искристыми нотками ненавязчивых цитрусов, мягкого шалфея и белого мускуса. В завершение вступают умопомрачительные ноты амбры, мха и ванили. Создает ощущение прогулки по сухому смолистому лесу в ясный солнечный день. Гармоничная, универсальная композиция обволакивает, мягко садится на кожу, окутывая интимным шлейфом, словно тонкая вуаль. Аромат, который привлекает к себе внимание с первого вдоха. Таинственный, манящий, его хочется разгадывать. Свидание, вечерняя прогулка, важные переговоры - любое событие будет украшено ароматом Hygge.;Распылите аромат 3-4 раза на кожу.
26291200006;HFC;HFC PARTY ON THE MOON;парфюмерная вода;Франция;42000;33600;https://goldapple.ru/26291200006-party-on-the-moon;9.46;Настроение аромата -  Жизнерадостный, блистательный, свежий, яркий  ВДОХНОВЕНИЕ АРОМАТА -  Каждый день праздник — это возможно! Снимите оковы запретов и вдохните манящий аромат свободы. Смелее! Закройте глаза и позвольте энергии звезд наполнить вас изнутри. Сегодня дозволено все. Это ночь безудержного веселья! Блистайте на самой яркой вечеринке в вашей жизни!;Для наружного применения
